Device ID,Device Name,Asset ID (Container),Status,Last Seen,Latitude,Longitude,Temperature (°C),Door Status,Power Status,Battery Level (%),Error Codes,Data Source,Raw Data (JSON)
"FCIU2619870","FCIU2619870","FCIU2619870","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.742615","-118.269818","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""FCIU2619870"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""16.3"",""GPSLatitude"":""33.742615"",""LastAssetID"":""FCIU2619870"",""GPSLongitude"":""-118.269818"",""BatteryVoltage"":""8.40""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""14.9"",""AssetID"":""FCIU2619870"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:28.493Z"",""EventDtm"":""2025-11-03T11:27:28.493Z""}}}"
"TASU2142701","TASU2142701","TASU2142701","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745046","-118.268154","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TASU2142701"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""27.9"",""GPSLatitude"":""33.745046"",""LastAssetID"":""TASU2142701"",""GPSLongitude"":""-118.268154"",""BatteryVoltage"":""7.97""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""9.6"",""AssetID"":""TASU2142701"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_36"",""OemAlarm"":840}]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:09.831Z"",""EventDtm"":""2025-11-03T11:28:09.831Z""}}}"
"TCKU1903054","TCKU1903054","TCKU1903054","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741521","-118.272004","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TCKU1903054"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""33.1"",""GPSLatitude"":""33.741521"",""LastAssetID"":""TCKU1903054"",""GPSLongitude"":""-118.272004"",""BatteryVoltage"":""8.58""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.4"",""AssetID"":""TCKU1903054"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:07.256Z"",""EventDtm"":""2025-11-03T11:27:07.256Z""}}}"
"Site Cabin 64","Site Cabin 64","Site Cabin 64","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746729","-118.271811","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""Site Cabin 64"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""25.7"",""GPSLatitude"":""33.746729"",""LastAssetID"":""Site Cabin 64"",""GPSLongitude"":""-118.271811"",""BatteryVoltage"":""8.01""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""9.4"",""AssetID"":""Site Cabin 64"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:11.170Z"",""EventDtm"":""2025-11-03T11:27:11.170Z""}}}"
"BSIU2537790","BSIU2537790","BSIU2537790","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740131","-118.27183","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""BSIU2537790"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""20.7"",""GPSLatitude"":""33.740131"",""LastAssetID"":""BSIU2537790"",""GPSLongitude"":""-118.271830"",""BatteryVoltage"":""8.86""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""18.6"",""AssetID"":""BSIU2537790"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:10.010Z"",""EventDtm"":""2025-11-03T11:27:10.010Z""}}}"
"HNKU6098791","HNKU6098791","HNKU6098791","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739612","-118.273826","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""HNKU6098791"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""27.2"",""GPSLatitude"":""33.739612"",""LastAssetID"":""HNKU6098791"",""GPSLongitude"":""-118.273826"",""BatteryVoltage"":""8.67""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.7"",""AssetID"":""HNKU6098791"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_73"",""OemAlarm"":183}]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:47.446Z"",""EventDtm"":""2025-11-03T11:26:47.446Z""}}}"
"HNKU6130466","HNKU6130466","HNKU6130466","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74777","-118.269315","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""HNKU6130466"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""19.1"",""GPSLatitude"":""33.747770"",""LastAssetID"":""HNKU6130466"",""GPSLongitude"":""-118.269315"",""BatteryVoltage"":""7.66""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.1"",""AssetID"":""HNKU6130466"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:07.470Z"",""EventDtm"":""2025-11-03T11:27:07.470Z""}}}"
"TTNU5183685","TTNU5183685","TTNU5183685","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745894","-118.274298","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TTNU5183685"",""ExtPower"":false,""DoorState"":""closed"",""DeviceTemp"":""29.8"",""GPSLatitude"":""33.745894"",""LastAssetID"":""TTNU5183685"",""GPSLongitude"":""-118.274298"",""BatteryVoltage"":""7.55""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""9.3"",""AssetID"":""TTNU5183685"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:56.648Z"",""EventDtm"":""2025-11-03T11:27:56.648Z""}}}"
"Site Cabin 60","Site Cabin 60","Site Cabin 60","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746168","-118.268684","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""Site Cabin 60"",""ExtPower"":false,""DoorState"":""closed"",""DeviceTemp"":""26.2"",""GPSLatitude"":""33.746168"",""LastAssetID"":""Site Cabin 60"",""GPSLongitude"":""-118.268684"",""BatteryVoltage"":""7.93""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""11.3"",""AssetID"":""Site Cabin 60"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:46.650Z"",""EventDtm"":""2025-11-03T11:26:46.650Z""}}}"
"FSCU6277537","FSCU6277537","FSCU6277537","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743602","-118.275686","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""FSCU6277537"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""32.4"",""GPSLatitude"":""33.743602"",""LastAssetID"":""FSCU6277537"",""GPSLongitude"":""-118.275686"",""BatteryVoltage"":""8.68""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""15.9"",""AssetID"":""FSCU6277537"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:33.124Z"",""EventDtm"":""2025-11-03T11:28:33.124Z""}}}"
"CRIU9242613 (UNXU9242615)","CRIU9242613 (UNXU9242615)","CRIU9242613 (UNXU9242615)","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.742055","-118.272435","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CRIU9242613 (UNXU9242615)"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""33.8"",""GPSLatitude"":""33.742055"",""LastAssetID"":""CRIU9242613 (UNXU9242615)"",""GPSLongitude"":""-118.272435"",""BatteryVoltage"":""8.43""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""6.5"",""AssetID"":""CRIU9242613 (UNXU9242615)"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:44.107Z"",""EventDtm"":""2025-11-03T11:26:44.107Z""}}}"
"TGHU8170485","TGHU8170485","TGHU8170485","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746859","-118.276007","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TGHU8170485"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""34.9"",""GPSLatitude"":""33.746859"",""LastAssetID"":""TGHU8170485"",""GPSLongitude"":""-118.276007"",""BatteryVoltage"":""7.84""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""17.2"",""AssetID"":""TGHU8170485"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:27.572Z"",""EventDtm"":""2025-11-03T11:27:27.572Z""}}}"
"CICU2094052","CICU2094052","CICU2094052","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.738934","-118.269912","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CICU2094052"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""33.1"",""GPSLatitude"":""33.738934"",""LastAssetID"":""CICU2094052"",""GPSLongitude"":""-118.269912"",""BatteryVoltage"":""7.92""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""7.6"",""AssetID"":""CICU2094052"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:39.191Z"",""EventDtm"":""2025-11-03T11:27:39.191Z""}}}"
"EISU1763136","EISU1763136","EISU1763136","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.738442","-118.276746","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""EISU1763136"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""21.9"",""GPSLatitude"":""33.738442"",""LastAssetID"":""EISU1763136"",""GPSLongitude"":""-118.276746"",""BatteryVoltage"":""8.97""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""17.3"",""AssetID"":""EISU1763136"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:04.332Z"",""EventDtm"":""2025-11-03T11:28:04.332Z""}}}"
"MYRU4519753","MYRU4519753","MYRU4519753","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739462","-118.270266","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""MYRU4519753"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""33.4"",""GPSLatitude"":""33.739462"",""LastAssetID"":""MYRU4519753"",""GPSLongitude"":""-118.270266"",""BatteryVoltage"":""8.09""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""17.2"",""AssetID"":""MYRU4519753"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_32"",""OemAlarm"":947}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:50.804Z"",""EventDtm"":""2025-11-03T11:27:50.804Z""}}}"
"CICU4065602","CICU4065602","CICU4065602","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746644","-118.270632","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CICU4065602"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""23.8"",""GPSLatitude"":""33.746644"",""LastAssetID"":""CICU4065602"",""GPSLongitude"":""-118.270632"",""BatteryVoltage"":""8.37""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""14.4"",""AssetID"":""CICU4065602"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_74"",""OemAlarm"":865}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:00.158Z"",""EventDtm"":""2025-11-03T11:27:00.158Z""}}}"
"BMOU9748382","BMOU9748382","BMOU9748382","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741193","-118.268041","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""BMOU9748382"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""20.7"",""GPSLatitude"":""33.741193"",""LastAssetID"":""BMOU9748382"",""GPSLongitude"":""-118.268041"",""BatteryVoltage"":""8.39""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""17.3"",""AssetID"":""BMOU9748382"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_18"",""OemAlarm"":339}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:57.035Z"",""EventDtm"":""2025-11-03T11:27:57.035Z""}}}"
"CBHU3486562","CBHU3486562","CBHU3486562","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745692","-118.274341","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CBHU3486562"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""15.3"",""GPSLatitude"":""33.745692"",""LastAssetID"":""CBHU3486562"",""GPSLongitude"":""-118.274341"",""BatteryVoltage"":""8.46""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""10.8"",""AssetID"":""CBHU3486562"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_30"",""OemAlarm"":499}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:57.167Z"",""EventDtm"":""2025-11-03T11:27:57.166Z""}}}"
"GESU9440129","GESU9440129","GESU9440129","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741889","-118.272478","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""GESU9440129"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""32.0"",""GPSLatitude"":""33.741889"",""LastAssetID"":""GESU9440129"",""GPSLongitude"":""-118.272478"",""BatteryVoltage"":""8.18""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""12.0"",""AssetID"":""GESU9440129"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_79"",""OemAlarm"":920}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:00.652Z"",""EventDtm"":""2025-11-03T11:27:00.652Z""}}}"
"NYKU7932356","NYKU7932356","NYKU7932356","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747674","-118.277397","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""NYKU7932356"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""20.7"",""GPSLatitude"":""33.747674"",""LastAssetID"":""NYKU7932356"",""GPSLongitude"":""-118.277397"",""BatteryVoltage"":""7.70""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""15.9"",""AssetID"":""NYKU7932356"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:00.882Z"",""EventDtm"":""2025-11-03T11:27:00.882Z""}}}"
"SJKU4000059","SJKU4000059","SJKU4000059","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743173","-118.269268","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""SJKU4000059"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""22.5"",""GPSLatitude"":""33.743173"",""LastAssetID"":""SJKU4000059"",""GPSLongitude"":""-118.269268"",""BatteryVoltage"":""8.33""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""19.7"",""AssetID"":""SJKU4000059"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:40:30.139Z"",""EventDtm"":""2025-11-03T11:40:30.139Z""}}}"
"TDRU7151675","TDRU7151675","TDRU7151675","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.738633","-118.270692","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TDRU7151675"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""30.7"",""GPSLatitude"":""33.738633"",""LastAssetID"":""TDRU7151675"",""GPSLongitude"":""-118.270692"",""BatteryVoltage"":""8.57""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""14.6"",""AssetID"":""TDRU7151675"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_26"",""OemAlarm"":555}]},""MessageData"":{""AppDtm"":""2025-11-03T11:40:30.992Z"",""EventDtm"":""2025-11-03T11:40:30.992Z""}}}"
"RWAU2404783","RWAU2404783","RWAU2404783","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746402","-118.277436","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""RWAU2404783"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""34.6"",""GPSLatitude"":""33.746402"",""LastAssetID"":""RWAU2404783"",""GPSLongitude"":""-118.277436"",""BatteryVoltage"":""8.97""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""9.6"",""AssetID"":""RWAU2404783"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_85"",""OemAlarm"":92}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:58.169Z"",""EventDtm"":""2025-11-03T11:27:58.169Z""}}}"
"TRIU6681882","TRIU6681882","TRIU6681882","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743854","-118.268362","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TRIU6681882"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""17.6"",""GPSLatitude"":""33.743854"",""LastAssetID"":""TRIU6681882"",""GPSLongitude"":""-118.268362"",""BatteryVoltage"":""8.89""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""7.2"",""AssetID"":""TRIU6681882"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_37"",""OemAlarm"":549}]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:20.895Z"",""EventDtm"":""2025-11-03T11:26:20.895Z""}}}"
"NYKU7931452","NYKU7931452","NYKU7931452","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.742864","-118.267963","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""NYKU7931452"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""32.4"",""GPSLatitude"":""33.742864"",""LastAssetID"":""NYKU7931452"",""GPSLongitude"":""-118.267963"",""BatteryVoltage"":""8.23""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""11.0"",""AssetID"":""NYKU7931452"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_82"",""OemAlarm"":683}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:58.517Z"",""EventDtm"":""2025-11-03T11:27:58.517Z""}}}"
"SUDU6257274","SUDU6257274","SUDU6257274","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.742846","-118.274942","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""SUDU6257274"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""19.5"",""GPSLatitude"":""33.742846"",""LastAssetID"":""SUDU6257274"",""GPSLongitude"":""-118.274942"",""BatteryVoltage"":""8.30""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.2"",""AssetID"":""SUDU6257274"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_2"",""OemAlarm"":984}]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:38.076Z"",""EventDtm"":""2025-11-03T11:26:38.076Z""}}}"
"JWWU5094154","JWWU5094154","JWWU5094154","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745169","-118.271701","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""JWWU5094154"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""29.0"",""GPSLatitude"":""33.745169"",""LastAssetID"":""JWWU5094154"",""GPSLongitude"":""-118.271701"",""BatteryVoltage"":""8.12""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""10.9"",""AssetID"":""JWWU5094154"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:04.098Z"",""EventDtm"":""2025-11-03T11:27:04.097Z""}}}"
"ZCSU8789868","ZCSU8789868","ZCSU8789868","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741261","-118.273274","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""ZCSU8789868"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""27.5"",""GPSLatitude"":""33.741261"",""LastAssetID"":""ZCSU8789868"",""GPSLongitude"":""-118.273274"",""BatteryVoltage"":""8.67""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""13.4"",""AssetID"":""ZCSU8789868"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_59"",""OemAlarm"":520}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:04.230Z"",""EventDtm"":""2025-11-03T11:27:04.230Z""}}}"
"SCLU3006620","SCLU3006620","SCLU3006620","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739805","-118.27058","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""SCLU3006620"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""23.7"",""GPSLatitude"":""33.739805"",""LastAssetID"":""SCLU3006620"",""GPSLongitude"":""-118.270580"",""BatteryVoltage"":""8.96""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""16.2"",""AssetID"":""SCLU3006620"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:01.183Z"",""EventDtm"":""2025-11-03T11:28:01.183Z""}}}"
"PCIU6003244","PCIU6003244","PCIU6003244","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744281","-118.276873","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""PCIU6003244"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""23.8"",""GPSLatitude"":""33.744281"",""LastAssetID"":""PCIU6003244"",""GPSLongitude"":""-118.276873"",""BatteryVoltage"":""8.35""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.0"",""AssetID"":""PCIU6003244"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_29"",""OemAlarm"":773}]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:40.735Z"",""EventDtm"":""2025-11-03T11:26:40.735Z""}}}"
"CRSU6101910","CRSU6101910","CRSU6101910","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747792","-118.277185","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CRSU6101910"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""33.6"",""GPSLatitude"":""33.747792"",""LastAssetID"":""CRSU6101910"",""GPSLongitude"":""-118.277185"",""BatteryVoltage"":""8.37""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""19.3"",""AssetID"":""CRSU6101910"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:51.978Z"",""EventDtm"":""2025-11-03T11:26:51.978Z""}}}"
"PCIU6006639","PCIU6006639","PCIU6006639","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741014","-118.268283","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""PCIU6006639"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""34.8"",""GPSLatitude"":""33.741014"",""LastAssetID"":""PCIU6006639"",""GPSLongitude"":""-118.268283"",""BatteryVoltage"":""8.22""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""9.0"",""AssetID"":""PCIU6006639"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_96"",""OemAlarm"":970}]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:53.352Z"",""EventDtm"":""2025-11-03T11:26:53.352Z""}}}"
"CXRU1035856","CXRU1035856","CXRU1035856","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741428","-118.275721","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CXRU1035856"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""19.3"",""GPSLatitude"":""33.741428"",""LastAssetID"":""CXRU1035856"",""GPSLongitude"":""-118.275721"",""BatteryVoltage"":""7.88""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""15.6"",""AssetID"":""CXRU1035856"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:56.735Z"",""EventDtm"":""2025-11-03T11:26:56.735Z""}}}"
"TCLU1003229","TCLU1003229","TCLU1003229","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743125","-118.271286","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TCLU1003229"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""20.4"",""GPSLatitude"":""33.743125"",""LastAssetID"":""TCLU1003229"",""GPSLongitude"":""-118.271286"",""BatteryVoltage"":""8.80""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""18.1"",""AssetID"":""TCLU1003229"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_30"",""OemAlarm"":724}]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:04.912Z"",""EventDtm"":""2025-11-03T11:28:04.912Z""}}}"
"MSCU5813587","MSCU5813587","MSCU5813587","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743867","-118.274632","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""MSCU5813587"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""22.8"",""GPSLatitude"":""33.743867"",""LastAssetID"":""MSCU5813587"",""GPSLongitude"":""-118.274632"",""BatteryVoltage"":""7.86""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""18.3"",""AssetID"":""MSCU5813587"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_20"",""OemAlarm"":913}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:02.091Z"",""EventDtm"":""2025-11-03T11:27:02.090Z""}}}"
"FCIU2275265","FCIU2275265","FCIU2275265","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743239","-118.272933","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""FCIU2275265"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""18.3"",""GPSLatitude"":""33.743239"",""LastAssetID"":""FCIU2275265"",""GPSLongitude"":""-118.272933"",""BatteryVoltage"":""8.78""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.8"",""AssetID"":""FCIU2275265"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:02.308Z"",""EventDtm"":""2025-11-03T11:27:02.308Z""}}}"
